#b5b6	p3_p4	b1_4	g	Gr	r	t	u2	u3	y1_y2	y3_y4	code	status
2.8574	1.0183	3.7894	3.3133	1.8461	3.7225	2.2132	0.938	0.8188	1.8728	1.8864	0	OK
1.8213	0.9839	3.6739	3.2053	1.8404	3.7041	2.1252	0.8665	0.8543	1.8052	1.8411	0	OK
1.9137	1.0423	3.8367	3.1774	1.9605	3.8106	2.1172	0.9459	0.8846	1.9134	1.887	0	OK
1.9229	1.0376	3.9704	3.4061	1.9758	3.9555	2.2001	0.9586	0.8134	1.9779	1.914	0	OK
2.011	0.992	4.0367	3.1399	2.0646	4.1152	2.1366	0.9966	1.0411	2.0317	1.9559	0	OK
1.9175	1.0564	3.8598	3.093	1.904	3.8723	2.1674	0.9289	0.9147	1.8883	1.982	0	OK
2.0411	1.0607	3.9754	2.8786	1.9434	4.0513	1.8872	0.981	1.0381	2.0005	1.8883	0	OK
1.8877	0.9576	3.7556	2.8924	1.8982	3.7791	1.9576	0.9404	0.8913	1.8947	1.8912	0	OK
1.9039	1.0332	3.9359	3.1723	1.9484	3.8577	2.0902	0.9615	1.0244	1.9728	1.8626	0	OK
1.9538	1.0552	3.9892	3.1675	1.9016	3.7598	2.083	0.9622	1.0834	1.9579	1.8645	0	OK
1.9758	1.0032	4.0682	3.2412	1.9976	3.9429	2.1004	0.9074	0.95	2.0125	1.9378	0	OK
1.9592	1.0545	3.9326	3.1174	1.9306	3.9341	2.047	0.9361	0.9171	1.9584	1.8961	0	OK
1.9531	1.0221	3.826	3.0914	2.0403	3.7506	2.0153	0.925	0.9534	1.9291	1.8339	0	OK
1.9373	1.0375	3.9775	3.2019	2.0146	3.9411	2.0947	0.9516	0.9802	1.9806	1.8667	0	OK
2.0539	1.0241	4.14	3.0867	2.0266	4.0981	2.036	0.95	0.9746	2.0442	1.9081	0	OK
1.9547	1.0104	3.7574	2.8111	1.8996	3.6315	1.924	0.927	0.9369	1.8689	1.8479	0	OK
1.9192	1.0315	3.8693	3.01	1.9124	3.8167	1.9962	0.9836	1.0273	1.9583	1.8994	0	OK
1.9531	1.0502	3.8012	2.7709	1.8495	3.7291	1.8073	0.9648	0.8816	1.8915	1.7751	0	OK
1.8691	1.0437	3.8787	3.0384	1.8577	3.641	1.9468	0.9817	0.9002	1.8863	1.9035	0	OK
1.9456	1.0202	4.0287	2.9784	1.9886	3.9457	2.0434	0.9845	0.9972	1.9887	1.9617	0	OK
2.006	1.0315	3.9027	2.8806	1.9585	4.1909	1.7344	0.9581	1.0762	2.0151	1.8082	0	OK
1.9615	1.0031	3.9303	2.9252	1.9709	4.0501	1.9915	0.9767	1.0229	1.9257	1.8947	0	OK
1.915	1.0409	3.9169	3.1964	1.9049	3.9357	2.1108	0.8794	0.9008	1.9222	1.8488	0	OK
1.8863	1.0474	3.9556	3.1622	1.9366	3.851	2.1004	0.9387	0.9664	1.9267	1.9225	0	OK
1.9716	1.0376	4.1874	2.9462	2.0708	3.9685	1.8585	0.9873	1.0191	2.0684	1.8611	0	OK
1.9407	1.0622	4.0686	3.244	1.9473	3.7864	2.0982	0.9352	0.992	1.9501	1.951	0	OK
1.9508	1.0137	3.9662	2.9714	1.9502	3.8546	1.9851	0.9754	1.0285	1.9571	1.8948	0	OK
1.7973	1.0498	3.7432	3.1703	1.8805	3.4552	1.8873	0.9683	0.9512	1.8428	1.8424	0	OK
1.8811	1.0465	4.0472	3.3745	1.9824	3.9124	2.1988	0.9469	0.9666	2.0216	1.9162	0	OK
2.0507	1.0564	3.8384	3.2276	1.9129	3.6742	2.1845	0.9808	0.9088	1.9087	1.9325	0	OK
1.9699	1.0305	3.964	2.8494	1.9794	3.7826	1.8839	1.0188	0.9403	1.9633	1.8698	0	OK
1.9705	1.0156	3.875	2.9238	1.9927	3.8919	1.8771	0.971	1.0749	2.02	1.86	0	OK
1.8912	1.0158	3.867	3.0014	1.9399	3.5933	1.9543	0.981	0.9507	1.9621	1.8871	0	OK
1.91	1.0942	4.0169	3.1677	1.982	3.9488	1.9817	0.9684	0.8882	2.0104	1.8698	0	OK
1.9545	1.0308	4.2081	3.2349	2.7279	4.6954	2.0751	0.9525	0.8076	1.9528	1.9305	0	OK
1.8837	1.0504	3.9204	3.1487	1.9631	3.8552	1.964	0.9558	0.9314	2.0172	1.9316	0	OK
1.9378	1.0383	3.9676	3.0647	1.9306	3.8962	1.9031	0.9664	0.8541	2.0318	1.8727	0	OK
1.8938	1.029	3.9789	3.2327	1.8583	3.9143	2.0282	0.8983	0.9594	1.9479	1.8868	0	OK
1.5454	1.0324	3.2931	2.5479	1.6053	3.3844	1.6198	0.9461	0.8084	1.6624	1.5619	0	OK
1.6144	1.025	3.2794	2.3556	1.6307	3.3003	1.488	1.0133	0.8417	1.6838	1.5615	0	OK
1.5226	1.0145	3.2109	2.2797	1.6029	3.1829	1.4174	0.9987	0.8875	1.6391	1.5059	0	OK
1.983	1.047	4.1416	3.2448	2.0147	3.9884	2.1511	0.983	0.9604	2.0255	1.9762	0	OK
1.969	1.0715	3.9567	3.115	1.9876	4.0342	2.0599	0.9561	0.8876	1.9981	1.9394	0	OK
1.7934	1.0879	3.7102	3.1002	1.9004	3.6888	1.9482	0.9572	0.9156	1.9108	1.8068	0	OK
1.8146	1.0265	3.7368	2.9479	1.8425	3.7863	1.917	0.9734	0.9116	1.8916	1.83	0	OK
2.0021	1.0108	3.9482	2.9825	1.972	3.8919	1.9846	0.9714	0.9673	1.9228	1.9047	0	OK
1.9931	1.0186	3.9926	2.8275	1.9155	4.0475	1.6849	1.0032	0.9014	2.0031	1.7404	0	OK
1.8872	1.0652	3.823	3.2405	1.8942	3.5322	2.0143	0.9499	0.8815	1.8876	1.888	0	OK
1.7003	0.9931	3.4905	2.5058	1.7439	3.3913	1.6636	1.0178	0.9243	1.7672	1.6212	0	OK
1.6995	0.9968	3.5315	2.5098	1.7729	3.2624	1.5696	0.9097	1.0105	1.791	1.5289	0	OK
1.7022	0.9959	3.4203	3.1857	1.7402	3.2659	1.7368	0.8321	0.7861	1.7575	1.7247	0	OK
1.9328	0.9773	3.8809	3.0573	1.9196	3.6845	2.0022	0.9339	0.8662	2.0085	1.866	0	OK
1.9332	1.1032	3.895	2.9463	1.9558	3.7175	1.8559	0.9386	0.9702	2.0162	1.7773	0	OK
1.7021	1.0417	3.564	3.2339	1.7876	3.4206	1.9155	0.9911	0.872	1.8149	1.8718	0	OK
1.9322	1.0393	3.8186	3.0091	1.9774	3.9354	2.0899	0.9681	0.853	1.9772	1.9288	0	OK
1.6472	1.039	3.2688	2.4754	1.6766	3.3076	1.5637	0.9594	0.9426	1.6989	1.5592	0	OK
1.7841	1.0566	3.5108	2.6297	1.6868	3.5124	1.6373	0.9832	0.9927	1.755	1.5688	0	OK
1.9108	1.0276	3.9038	2.7113	1.9229	3.9693	1.7577	0.9671	1.0223	2.0455	1.8542	0	OK
1.9004	1.0259	3.71	2.6628	1.8752	3.8075	1.6672	0.954	0.8318	1.9167	1.7404	0	OK
1.7397	1.0724	3.5482	3.1894	1.7252	3.3588	1.9328	0.9697	0.9132	1.759	1.8077	0	OK
1.8328	1.003	3.8492	3.0748	1.7958	3.6356	1.9643	1.0075	1.0224	1.8807	1.8889	0	OK
1.9852	0.9948	3.8838	3.1961	1.9281	3.6441	1.9923	0.9673	0.917	1.9553	1.9264	0	OK
1.7871	1.0443	3.7624	3.695	1.708	3.294	2.1525	0.7884	0.7623	1.836	1.8692	0	OK
1.9596	0.96	4.0077	2.9667	1.9345	3.6885	1.9253	0.9978	0.9799	1.9946	1.8801	0	OK
1.9103	0.9948	4.0457	3.1062	1.9789	4.1759	1.9995	0.8966	0.9706	1.9789	1.9031	0	OK
1.8755	1.0101	3.8986	3.1657	1.9489	3.8156	2.0778	0.9303	0.8205	1.9426	1.9489	0	OK
1.9406	1.0078	3.7875	2.9405	1.8877	3.8535	2.0268	0.9139	0.8873	1.8673	1.8586	0	OK
1.9279	1.0466	3.9014	2.8431	1.8916	3.923	1.9159	0.9613	1.0648	1.9454	1.8189	0	OK
1.7961	1.0488	3.5823	3.2528	1.8032	3.4597	1.9203	0.89	0.796	1.8345	1.8375	0	OK
1.9803	1.0553	4.1002	2.8763	1.9609	4.0657	1.7346	1.0385	0.9934	2.0866	1.789	0	OK
1.9103	1.0314	3.9522	3.1211	1.9233	4.0687	2.0279	0.941	0.9135	1.9169	1.962	0	OK
1.982	1.0451	3.814	2.7016	1.9386	4.0313	1.6611	1.0043	0.8841	2.0327	1.8738	0	OK
1.8198	1.1064	3.7491	3.2995	1.8073	3.5744	1.7668	0.9206	0.8075	1.9445	1.7756	0	OK
1.7371	0.9984	3.4499	2.5996	1.7487	3.3207	1.6949	0.9706	0.9221	1.7841	1.6824	0	OK
1.7729	1.0348	3.5752	2.6891	1.7734	3.6228	1.697	0.9708	0.8641	1.8114	1.716	0	OK
1.9888	1.0587	3.9359	2.782	1.9152	3.8836	1.682	0.9588	0.8417	2.0733	1.8362	0	OK
1.903	1.0293	3.7988	2.9824	1.9391	3.7734	2.0682	0.9698	0.954	1.931	1.8748	0	OK
1.9237	1.0009	3.8923	2.9633	1.932	3.7053	2.1038	0.9657	0.9388	1.9113	1.8729	0	OK
1.9035	1.0551	3.8206	2.9861	1.9834	3.9095	2.0803	0.9923	1.0349	1.9554	1.9544	0	OK
1.8416	1.0403	3.7603	2.9691	1.8825	3.737	1.9954	0.9248	0.9385	1.8391	1.9514	0	OK
2.0381	1.0592	3.9471	3.15	1.8464	3.8942	1.9424	0.915	1.0288	2.0076	1.8663	0	OK
2.0162	1.0463	4.0397	2.9298	1.9831	4.0084	1.9492	0.9982	1.0509	1.9857	1.9411	0	OK
1.9286	1.0373	3.9476	2.8454	1.9535	3.874	1.8304	0.9872	0.952	1.9651	1.8577	0	OK
2.0018	1.0156	3.9141	2.8303	1.9416	3.915	1.8636	1.0106	0.9102	1.9425	1.8603	0	OK
1.9591	1.0377	3.8081	2.8625	1.9412	3.8598	1.9226	0.9775	0.8328	1.8926	1.8641	0	OK
1.9429	1.0451	3.8371	2.7653	1.8792	3.7805	1.9309	0.9711	0.8797	1.8987	1.8774	0	OK
2.0403	1.0303	2.1716	0.0498	1.0390	0.1133	2.4812	1.0484	0.2653	0.1236	2.0740	13	b2/b4 del
1.8638	0.9995	1.5784	0.0119	0.9296	0.0346	1.9517	1.1850	0.2360	0.0898	2.0578	13	b2/b4 del
2.1361	0.9407	2.9765	0.0366	0.8749	0.0485	1.8277	1.0668	0.3867	0.1193	2.4018	13	b2/b4 del
