#b5b6	p3_p4	b1_4	g	Gr	r	t	u2	u3	y1_y2	y3_y4	code	status
1.8884	1.0287	3.5524	3.3189	1.7234	3.1873	2.9974	0.8702	0.8564	1.6522	2.135	0	OK
1.8586	1.0008	3.7481	2.919	1.883	3.5202	1.8617	0.9289	0.9033	1.8742	1.8218	0	OK
1.9225	0.9952	3.8096	3.2686	1.8958	3.5646	2.1007	0.9089	0.8688	1.8818	1.9204	0	OK
1.718	0.9651	3.5599	2.7909	1.7679	3.3596	1.8746	0.9055	0.876	1.7742	1.8543	0	OK
1.9155	1.0038	3.7988	2.9231	1.9458	3.7407	1.9933	0.9531	0.9069	1.8797	1.8782	0	OK
1.8717	1.0559	3.6505	3.2252	1.7486	3.4467	2.2011	0.8806	0.9102	1.8049	1.8958	0	OK
1.7771	1.0204	3.674	3.0641	1.8254	3.4447	2.0164	0.8623	0.8833	1.8197	1.9085	0	OK
1.8328	1.0402	3.6838	3.0681	1.8573	3.5431	2.056	0.9198	0.9089	1.8613	1.9257	0	OK
1.8227	1.0491	3.6874	3.1302	1.9098	3.4773	2.1212	0.898	0.918	1.8345	1.8931	0	OK
1.8275	0.999	3.8535	3.0963	1.9133	3.7709	2.0546	0.9104	0.9536	1.8637	1.9122	0	OK
1.7813	1.0208	3.6109	2.9633	1.8383	3.5322	1.9553	0.8835	0.8261	1.8366	1.8744	0	OK
1.8113	1.0708	3.6555	3.1253	1.8001	3.3867	2.1176	0.8879	0.8614	1.7567	1.8784	0	OK
1.7824	1.0486	3.712	3.0809	1.8796	3.5269	1.9765	0.9177	0.876	1.8784	1.8363	0	OK
1.7718	1.0197	3.5543	3.0679	1.8145	3.2807	2.0228	0.8476	0.8235	1.7757	1.8448	0	OK
1.7969	1.0223	3.6231	3.1728	1.7955	3.2653	2.1373	0.8389	0.8308	1.8076	1.9182	0	OK
1.8691	1.065	3.6048	3.2436	1.8048	3.328	2.1495	0.8559	0.7926	1.7866	1.8616	0	OK
1.6955	0.9723	3.4193	2.7308	1.7796	3.4627	1.8541	0.9096	0.8364	1.7241	1.8132	0	OK
1.697	1.1289	3.6481	3.4383	1.7702	3.257	2.4008	0.8468	0.8174	1.7282	1.9701	0	OK
1.7428	1.0019	3.5891	2.954	1.7797	3.4937	2.0117	0.8975	0.8893	1.7876	1.9132	0	OK
1.8204	0.9873	3.6819	2.8064	1.8764	3.7869	1.941	0.9276	0.8403	1.8183	1.8906	0	OK
1.792	1.0299	3.636	3.0288	1.8882	3.6144	1.9965	0.8999	0.8924	1.8041	1.9071	0	OK
1.7462	1.0413	3.5459	3.0506	1.799	3.4707	2.0953	0.8967	0.8181	1.7811	1.9114	0	OK
1.7531	1.0335	3.5191	3.1625	1.7934	3.4336	2.1424	0.9245	0.799	1.8163	1.9243	0	OK
1.7983	1.0988	3.6883	3.2561	1.7906	3.4149	2.0502	0.8705	0.8249	1.8493	1.7995	0	OK
1.7928	1.0899	3.6129	3.1973	1.7865	3.4353	2.3517	0.8881	0.8936	1.7732	1.9297	0	OK
1.786	1.1012	3.6085	3.1408	1.7556	3.3878	2.1302	0.8289	0.8476	1.785	1.8665	0	OK
1.6198	1.0754	3.3338	3.1145	1.6204	3.1196	2.2584	0.8202	0.8298	1.5871	1.827	0	OK
1.8264	1.0896	3.5427	3.2086	1.7492	3.2619	2.5436	0.8631	0.8951	1.7313	1.9889	0	OK
1.9242	1.0256	3.8279	2.9313	1.9168	3.8587	1.8829	0.939	0.9671	1.9474	1.8529	0	OK
1.7834	1.0873	3.6073	3.1868	1.8005	3.4504	2.445	0.876	0.8665	1.7464	1.9527	0	OK
1.8802	0.9763	3.6767	2.8039	1.8651	3.5759	1.7831	0.9549	0.8574	1.9158	1.833	0	OK
1.7602	1.0039	3.4835	3.118	1.7174	3.2396	2.2128	0.9044	0.8557	1.6994	1.9539	0	OK
1.8103	0.9927	3.5856	3.0831	1.8036	3.4289	2.0611	0.9134	0.8294	1.7893	1.9211	0	OK
1.6986	0.9812	3.4506	2.9972	1.7187	3.1823	1.9775	0.8904	0.7885	1.7175	1.8116	0	OK
1.7746	0.9859	3.5784	3.0987	1.8601	3.3998	2.0524	0.9157	0.7606	1.7884	1.8894	0	OK
1.536	1.0633	3.2704	3.5722	1.7032	2.9815	2.5158	0.8684	0.6846	1.5316	2.0268	0	OK
1.6584	1.0937	3.4056	3.4197	1.703	3.1675	2.3847	0.8894	0.6792	1.6054	1.9896	0	OK
1.7628	1.1057	3.6527	3.3436	1.8849	3.5737	2.2827	0.9314	0.8468	1.8078	1.9242	0	OK
1.8035	0.9733	3.6592	2.8302	1.8622	3.519	1.8466	0.8934	0.829	1.8435	1.8888	0	OK
1.4011	0.9739	3.5093	2.7293	1.694	2.9188	2.0349	0.876	0.8137	1.5364	1.8535	0	OK
1.7824	1.0595	3.7117	2.9986	1.9946	3.5641	1.8913	0.8953	0.8694	1.932	1.8881	0	OK
1.7972	1.0593	3.7178	2.9628	1.9293	3.5259	1.9858	0.8691	0.9141	1.8439	1.8684	0	OK
1.8	1.0864	3.739	3.4063	1.8711	3.481	2.2797	0.9097	0.913	1.7944	1.9911	0	OK
1.5202	0.9383	3.1718	2.737	1.713	3.0532	1.8195	0.8595	0.8623	1.5613	1.8055	0	OK
1.85	1.0541	3.7986	3.2401	1.8714	3.7578	1.979	0.9183	0.9057	1.9555	1.7814	0	OK
1.8222	1.0456	3.6849	3.2026	1.8132	3.5016	2.126	0.7815	0.8458	1.8076	1.8784	0	OK
1.8034	1.0362	3.5738	3.0113	1.826	3.5203	2.044	0.9422	0.8755	1.8374	1.9237	0	OK
1.7562	1.0619	3.6996	3.0718	1.9123	3.7232	2.0249	0.8781	0.8653	1.8702	1.9744	0	OK
1.8592	1.0306	3.6486	2.8574	1.8476	3.7543	1.9471	0.9275	0.8701	1.8759	1.9249	0	OK
1.7576	0.9932	3.4812	3.1037	1.7656	3.1642	1.9344	0.8881	0.7826	1.7371	1.8258	0	OK
1.7923	0.9977	3.6418	3.2202	1.8539	3.3795	2.0885	0.9126	0.8145	1.7837	1.8948	0	OK
1.8077	1.0197	3.7049	3.2165	1.8302	3.5038	2.1549	0.9144	0.7915	1.8098	1.9173	0	OK
1.8428	1.02	3.7666	2.8837	1.9325	3.7933	1.8676	0.9276	0.8913	1.9343	1.9242	0	OK
1.9065	1.0293	3.7471	2.9293	1.9114	3.8447	1.9937	0.9376	0.88	1.8742	1.9569	0	OK
1.7595	1.0356	3.5251	2.841	1.7783	3.3922	1.9123	0.8562	0.8802	1.7253	1.8047	0	OK
1.826	1.0566	3.6704	3.0148	1.8356	3.6348	2.0171	0.9361	0.8841	1.8243	1.859	0	OK
1.9361	0.9904	4.0097	3.3562	1.9783	3.8427	2.1503	0.9873	1.0277	2.0098	1.9489	0	OK
1.9633	1.048	4.057	3.3459	2.0245	3.8618	2.0394	0.9851	0.9934	2.0413	1.9919	0	OK
1.9622	1.0352	4.1301	3.4066	2.0173	3.8751	2.1522	0.9872	0.9965	2.0368	1.9827	0	OK
1.9405	1.0501	4.0822	3.5133	2.0582	3.8702	2.1814	0.9794	0.923	2.0298	1.963	0	OK
1.9886	0.9979	4.0133	3.2682	1.9928	3.8644	2.1335	0.9923	0.9924	2.0317	2.0079	0	OK
1.9131	1.0723	3.8128	3.1884	1.8862	3.6372	2.1045	0.9386	0.9568	1.8841	1.8765	0	OK
1.8956	1.0203	3.8208	2.9655	1.943	3.5186	2.0354	0.9461	0.9117	1.8428	1.9061	0	OK
1.8934	1.0375	3.7444	3.1206	1.8158	3.5615	2.0163	0.9355	0.9068	1.8425	1.8493	0	OK
1.8888	1.0497	3.8433	3.2982	1.8642	3.5518	2.0198	0.9067	0.9444	1.8963	1.9096	0	OK
1.8614	0.998	3.6961	3.0841	1.8485	3.619	1.9811	0.905	0.8566	1.8902	1.8777	0	OK
1.9205	1.083	3.8226	3.2456	1.9123	3.5847	2.1561	0.9587	1.0038	1.9307	1.9236	0	OK
1.88	1.006	3.9261	2.9431	1.9416	3.7073	1.9466	0.9224	0.9563	1.9196	1.904	0	OK
1.9426	0.9103	4.0458	3.0258	1.994	3.9323	1.9628	1.0598	1.0159	2.0509	1.9758	0	OK
1.9906	1.0568	4.0387	3.2796	2.029	3.9007	2.1259	0.9926	0.9488	2.0388	1.9537	0	OK
1.9845	1.0743	4.0778	3.3502	2.0323	3.796	2.1842	1.0238	0.9826	2.062	1.9764	0	OK
1.9285	1.0119	3.9071	3.2723	1.996	3.7754	2.0942	1.0007	0.8214	1.9807	1.9476	0	OK
1.974	0.9827	3.9466	3.1525	2.0657	3.8065	2.0566	1.0147	1.0705	1.991	1.9865	0	OK
1.9992	1.0321	4.11	3.1294	2.0809	3.8748	2.1517	1.0153	0.9965	2.037	2.012	0	OK
1.9296	1.0447	3.9608	3.2115	2.0343	3.8751	2.2497	1.0039	1.05	2	2.001	0	OK
1.9883	1.0272	4.002	3.1179	2.0396	3.8986	2.0949	0.9947	0.9438	1.9912	1.9684	0	OK
1.9518	1.0254	4.0249	3.1518	1.9871	3.7683	2.0464	0.9392	1.0434	2.0284	1.9678	0	OK
1.95	1.043	4.0004	3.296	1.9798	3.8857	2.1666	0.9791	0.83	2.0128	1.9703	0	OK
1.9691	0.9136	4.0545	3.2086	1.989	3.8169	2.1346	1.0067	0.918	1.9793	1.9636	0	OK
1.9498	1.0197	3.9113	3.1132	2.0056	3.87	2.1074	0.9943	0.9282	2.3045	2.0306	0	OK
2.0254	1.0256	4.09	3.0855	2.0115	3.9414	2.0861	1.03	0.9748	2.0266	1.9315	0	OK
1.9081	1.0301	3.9671	3.113	1.9886	3.792	2.1735	0.9723	0.9579	1.9978	1.9825	0	OK
1.9579	1.0552	3.9905	3.3308	2.0217	3.7342	2.1817	0.9609	0.953	2.0142	1.9823	0	OK
1.9588	1.0463	4.0207	3.2436	2.0252	3.8576	2.1556	0.9897	0.9287	2.0237	2.0348	0	OK
2.0013	1.0279	4.0429	3.0749	2.0469	3.9097	2.0905	1.0322	0.9786	2.0232	1.9733	0	OK
1.8342	1.0232	3.6994	3.1543	1.866	3.6382	1.9244	0.8865	0.8604	1.898	1.8662	0	OK
1.8654	1.0468	3.8326	2.9506	1.9031	3.6646	1.9725	0.9293	0.9864	1.8721	1.8765	0	OK
1.9367	1.0474	3.8432	3.2492	1.8975	3.5524	2.0938	0.9257	0.955	1.8904	1.9033	0	OK
1.871	1.008	3.8865	3.4024	1.9247	3.8344	2.1197	0.9261	0.9303	1.9461	1.9459	0	OK
1.8295	1.0027	3.7272	3.118	1.8676	3.605	1.9141	0.922	0.8611	1.8144	1.8699	0	OK
1.9921	1.0352	3.8273	2.8532	1.945	3.6762	1.9425	0.9808	0.955	1.8973	1.8887	0	OK
1.9676	1.0436	4.0142	3.1747	2.02	3.8237	2.1191	0.9697	0.9462	2.0143	1.943	0	OK
1.9231	1.0311	3.923	2.897	1.9498	3.776	1.9882	0.9717	0.9737	1.9519	1.9282	0	OK
1.9937	1.0095	4.1246	3.0047	1.9758	3.9413	1.9774	1.0161	1.0168	2.0409	1.9679	0	OK
2.0474	1.0377	4.1936	3.1443	2.0829	4.0029	2.1187	1.0238	0.995	2.0756	2.0233	0	OK
1.9147	0.9748	3.9852	3.273	1.9895	3.7681	2.052	0.9722	0.8666	1.9674	1.9147	0	OK
1.979	1.0208	4.0086	3.1601	2.0167	3.9493	2.0658	0.988	0.9444	2.0201	1.9574	0	OK
2.0342	0.9888	4.1362	3.1024	2.0565	3.9853	2.0399	1.0206	0.9574	2.0396	1.997	0	OK
1.9161	1.0219	4.0108	3.3114	1.9399	3.9083	2.1174	0.9615	0.8874	1.9704	1.9765	0	OK
1.6023	0.9799	3.9488	3.0168	2.0183	3.8014	1.936	0.9969	1.0144	2.0023	1.9791	0	OK
1.9187	0.9951	3.9618	3.3184	1.9929	3.7729	2.1292	0.9556	0.9744	1.9867	1.9705	0	OK
1.879	1.0203	3.7874	2.9816	1.8955	3.6007	1.9331	0.9239	1.0067	1.8938	1.8744	0	OK
1.8784	1.0062	3.7217	2.9499	1.8538	3.5225	2.1823	0.975	0.8935	1.8217	1.8886	0	OK
1.9506	1.0164	3.8307	2.8663	1.9167	3.6505	1.8781	0.9961	0.9623	1.9174	1.9	0	OK
1.8905	1.0158	3.8058	3.1088	1.8927	3.67	2.0493	0.9128	0.9449	1.891	1.9216	0	OK
1.9434	1.0145	4.0013	3.1891	1.9867	3.8686	2.0544	0.9724	0.9447	2.0076	1.9558	0	OK
2.022	1.005	4.0768	3.0703	2.0174	3.8173	2.0147	0.9796	0.9965	2.0389	1.9767	0	OK
2.0378	1.0129	4.1896	3.1113	2.0842	3.8714	2.1034	1.0244	0.9602	2.0815	1.9786	0	OK
1.9466	0.9689	4.0489	3.1757	2.0275	3.941	2.0389	0.9772	0.9856	2.036	2.0119	0	OK
1.9666	1.0176	3.9668	3.1258	2.0242	3.8555	2.0644	1.0155	0.8133	2.0262	1.9567	0	OK
1.9713	1.0657	4.1209	3.3803	2.042	3.9913	2.1331	0.9632	1.0017	2.0531	2.004	0	OK
2.0395	1.0386	4.1469	3.1394	2.0326	3.9882	2.1124	0.9963	1.0018	2.1062	2.0244	0	OK
1.9614	1.0762	4.0469	3.3627	2.0042	3.8483	2.1774	1.0151	0.893	2.0514	1.9266	0	OK
2.0102	1.0419	4.099	3.0892	2.0826	3.8938	2.1047	1.0208	0.9515	2.0357	1.9697	0	OK
1.9426	0.9887	3.9811	3.0938	1.9931	3.9061	2.043	0.9746	0.9423	2.021	1.9683	0	OK
1.9599	1.0101	4.0543	3.2262	2.0022	3.919	2.0254	0.9521	0.987	2.005	1.9671	0	OK
1.9766	1.0037	4.1064	3.0878	2.0086	3.8293	1.9704	1.0294	1.0397	2.044	1.9659	0	OK
1.9384	1.0132	3.9208	3.1672	1.9654	3.8507	2.0931	1.0136	1.1068	2.0119	2.024	0	OK
1.9476	1.0299	4.0315	3.2499	2.011	3.9469	2.1147	0.9553	0.932	2.0057	1.9443	0	OK
1.9635	0.9898	4.0077	3.2164	2.0298	3.8179	2.032	0.9296	0.9766	1.9815	1.9333	0	OK
1.9792	0.9759	4.0999	3.1	1.9689	3.9209	2.041	1.0271	1.0091	2.0471	1.9777	0	OK
1.9879	0.9942	4.0412	3.0658	1.9715	3.9111	1.984	1.0415	0.9769	2.0437	1.9909	0	OK
1.9827	1.0174	4.068	3.1795	2.0268	3.947	2.0574	0.9784	1.0035	2.0536	2.0071	0	OK
2.0591	1.0362	4.1019	3.1178	2.0678	3.9592	2.058	1.0284	0.9917	2.0532	1.9746	0	OK
1.956	1.0111	4.0389	3.143	2.0485	3.9186	2.0042	0.9984	0.971	2.0339	2.0151	0	OK
2.0251	1.0967	4.0576	3.3013	2.054	3.8884	2.1433	1.0246	0.9498	2.052	1.9614	0	OK
1.9949	0.9612	4.0472	3.1052	2.0814	3.9564	1.9576	1.0156	0.9659	2.0455	1.9855	0	OK
1.9731	1.0079	3.9653	3.1626	2.0009	3.7768	2.1333	1.0052	1.0055	1.9831	1.9379	0	OK
1.9547	1.0596	3.972	3.2616	1.9775	3.8155	2.0762	0.9668	0.9871	1.996	1.9143	0	OK
1.8411	1.0278	3.7236	3.0585	1.8964	3.5432	1.9767	0.9254	0.8565	1.8566	1.8419	0	OK
1.9415	0.9955	3.8179	3.1395	1.8654	3.6319	2.0672	0.8991	0.8747	1.896	1.8996	0	OK
1.9436	1.0151	3.7657	2.7877	1.8467	3.7152	1.9935	0.9352	0.951	1.8957	1.8575	0	OK
1.9146	1.0252	3.8288	3.1862	1.9052	3.7608	2.0531	0.9638	0.8952	1.9028	1.8643	0	OK
1.9548	0.9591	3.8356	3.0123	1.8894	3.6716	1.9422	0.9562	0.9142	1.8983	1.9218	0	OK
1.8556	0.958	3.7766	3.077	1.8996	3.5288	1.9664	0.9223	0.9381	1.9125	1.9199	0	OK
1.8529	0.9559	3.7153	2.9923	1.8892	3.5892	1.8799	0.9174	0.8385	1.8204	1.8795	0	OK
1.8103	0.9604	3.7564	3.2172	1.9089	3.5418	2.0389	0.9096	0.8382	1.8795	1.832	0	OK
1.8715	0.9686	3.7786	3.2091	1.9105	3.6587	2.0156	0.9318	0.8929	1.8914	1.908	0	OK
1.9841	0.9803	3.8966	2.8708	1.9789	3.6715	1.8941	1.0042	1.0702	1.9777	1.8691	0	OK
1.9284	0.9483	3.9049	2.8594	1.929	3.6938	1.9138	0.9835	0.9608	1.9337	1.844	0	OK
1.8093	0.9762	3.7986	3.2957	1.8753	3.528	2.0842	0.8931	0.8236	1.8578	1.8519	0	OK
1.9279	1.0461	3.9805	3.249	1.9384	3.8378	2.1483	0.9569	0.9572	1.948	1.9653	0	OK
1.8617	0.9481	3.9037	3.3694	1.9785	3.8052	2.0276	0.9542	0.7732	2.0397	1.9237	0	OK
1.9215	0.9556	3.7853	2.8582	1.8663	3.6781	1.9478	0.9515	0.9594	1.8844	1.8828	0	OK
1.9446	0.9373	3.8688	3.4572	1.8953	3.5527	2.2682	0.9566	0.9266	1.8183	1.9095	0	OK
1.8392	0.9946	3.8135	3.201	1.851	3.5741	2.02	0.9298	0.8701	1.9056	1.8156	0	OK
1.9908	0.967	3.8858	2.9063	1.9375	3.6356	1.9569	0.9546	0.972	1.9199	1.88	0	OK
1.9081	1.0094	3.8511	3.3252	1.9313	3.6939	2.0205	0.9117	0.8812	1.9204	1.8822	0	OK
1.8717	0.9729	3.8987	3.2368	1.9282	3.6085	2.0449	0.9497	0.8512	1.8824	1.9025	0	OK
1.922	0.9408	3.8018	3.0287	1.9792	3.7481	2.0199	0.9705	0.9786	1.9202	1.8749	0	OK
1.9502	0.9976	3.9633	3.3136	1.9395	3.7192	2.1026	0.9411	0.9576	1.9671	1.9508	0	OK
1.8631	0.981	3.7212	3.188	1.8347	3.5924	2.0265	0.9622	0.8844	1.8599	1.8575	0	OK
1.8237	0.9641	3.7053	3.1076	1.8954	3.5734	2.0583	0.9366	0.8194	1.8505	1.9023	0	OK
1.8639	0.9621	3.7321	3.3439	1.8636	3.4423	2.0761	0.9447	0.8235	1.8665	1.8674	0	OK
1.8881	0.9681	3.8031	3.1784	1.9258	3.6286	1.9983	0.9324	0.8876	1.8891	1.8753	0	OK
1.8732	0.9766	3.7883	3.2069	1.908	3.5708	1.998	0.8745	0.8588	1.8629	1.9134	0	OK
1.9051	0.9889	3.8688	3.1561	1.8659	3.5793	2.0427	0.9317	0.8615	1.8573	1.8856	0	OK
1.845	0.9814	3.8158	3.1979	1.8768	3.6307	2.0877	0.9763	0.866	1.8947	1.8043	0	OK
1.9535	0.9353	4.1374	3.3746	2.0607	3.795	2.2572	0.9826	1.0323	2.0914	1.9915	0	OK
1.8438	0.967	3.8324	3.605	1.8886	3.6614	2.256	0.6344	0.8928	1.8976	1.9177	0	OK
1.8986	0.9823	3.7729	3.162	1.9403	3.5526	2.0803	0.9015	0.8492	1.8881	1.9006	0	OK
1.9072	0.9895	3.8106	3.2869	1.9049	3.6226	2.0627	0.9053	0.9625	1.9086	1.85	0	OK
1.8599	0.9951	3.8589	3.3126	1.927	3.6295	2.0887	0.9313	0.8819	1.906	1.8774	0	OK
1.9002	0.9954	3.7895	3.3536	1.9107	3.4883	2.1574	0.9065	0.9067	1.8934	1.8561	0	OK
1.8527	0.9604	3.8132	3.0949	1.8684	3.6021	1.9674	0.9241	0.8742	1.8864	1.87	0	OK
1.8201	0.9706	3.801	3.3308	1.8682	3.5545	2.0859	0.9019	0.8102	1.8647	1.8712	0	OK
1.9085	0.9964	3.8201	3.1948	1.9227	3.6783	2.0901	0.9327	0.9619	1.9552	1.9052	0	OK
1.8382	0.9753	3.8408	3.1432	1.8987	3.6266	2.0551	0.9062	0.7753	1.8852	1.8731	0	OK
1.8659	0.9965	3.7106	3.207	1.8674	3.5641	2.0222	0.9152	0.8898	1.8885	1.8951	0	OK
1.9121	0.9861	3.7274	3.2371	1.8451	3.6101	2.1172	0.9103	0.9263	1.8828	1.9082	0	OK
1.9689	0.9653	3.8223	2.9471	1.947	3.6731	1.9126	0.9556	1.0103	1.9122	1.897	0	OK
1.9605	0.9739	3.8837	2.871	1.9043	3.6725	1.8852	0.9591	0.97	1.8962	1.8641	0	OK
1.8419	0.973	3.8258	3.2326	1.8533	3.4939	2.0118	0.9513	0.8284	1.8882	1.88	0	OK
1.9357	0.9652	3.8533	2.8805	1.9583	3.7072	1.9142	0.9682	0.997	1.9179	1.8613	0	OK
1.9441	0.9551	3.8468	2.864	1.9057	3.6215	1.8617	0.944	0.9877	1.9245	1.8404	0	OK
1.9392	0.9723	3.884	2.9406	1.9085	3.6527	1.9459	0.9596	0.9381	1.9233	1.8914	0	OK
1.9394	0.944	3.8803	2.8631	1.8997	3.6478	1.8718	0.962	0.9756	1.8917	1.8499	0	OK
1.8865	0.9805	3.8064	3.2294	1.9099	3.6664	2.0956	0.9338	0.8523	1.9207	1.8739	0	OK
1.9958	0.9571	3.8784	2.8947	1.9269	3.676	1.8786	0.9741	0.9852	1.9257	1.8562	0	OK
1.8914	0.977	3.7608	3.1387	1.8548	3.5742	2.0259	0.9249	0.9356	1.8534	1.8569	0	OK
1.8764	0.9644	3.7233	3.2372	1.8597	3.5279	2.0153	0.928	0.9009	1.8465	1.8548	0	OK
1.8552	0.9869	3.8506	3.2108	1.9369	3.7044	2.0095	0.9352	0.8188	1.9274	1.84	0	OK
1.916	1.0196	3.8711	3.2165	1.9077	3.6755	2.1125	0.9366	0.8655	1.9147	1.898	0	OK
1.9768	1.0079	3.932	2.9512	1.9139	3.6378	1.9339	1.5029	0.9879	1.9687	1.898	0	OK
1.9498	0.9528	3.884	2.8809	1.8976	3.6939	1.8858	0.9263	0.9581	1.8996	1.8954	0	OK
1.9079	0.9802	3.8048	2.8456	1.8795	3.6664	1.9138	1.5108	0.8623	1.9021	1.8294	0	OK
2.0092	0.9097	4.0116	3.616	2.0481	3.8454	2.0567	0.9972	0.9723	2.0251	2.0298	0	OK
1.9767	0.9153	4.0473	3.1199	2.0727	3.9577	2.0288	1.0203	0.9316	2.043	1.9466	0	OK
1.8973	0.989	4.0387	3.2748	2.0687	3.8131	2.0927	0.9739	0.8982	1.9965	1.9054	0	OK
1.9582	0.959	3.8734	2.9289	1.943	3.7015	1.9237	0.9362	0.8952	1.9439	1.8478	0	OK
1.9218	0.9952	3.8382	3.1348	1.9013	3.6823	2.0233	0.9296	0.9474	1.9332	1.9028	0	OK
1.8232	0.9726	3.7464	3.1912	1.8279	3.4239	1.9839	0.888	0.9114	1.8433	1.8244	0	OK
1.9331	0.9452	3.8405	2.8266	1.8914	3.6173	1.8778	0.9511	0.9208	1.9145	1.8105	0	OK
1.975	0.964	3.9236	2.9047	1.9445	3.7062	1.8667	0.9638	1.0244	1.9603	1.8642	0	OK
1.8732	0.9861	3.7967	3.1428	1.9058	3.6074	2.1077	0.9293	0.9424	1.8853	1.861	0	OK
1.7958	0.968	3.7817	3.3282	1.7986	3.4361	2.101	0.8988	0.8731	1.826	1.8069	0	OK
1.8912	0.9823	3.8857	3.0243	1.8831	3.6812	2.0661	0.9262	0.8388	1.8652	1.9071	0	OK
1.9013	0.9816	3.6562	3.1098	1.847	3.526	2.0111	0.9259	0.8122	1.8343	1.8646	0	OK
1.9041	0.9817	3.8173	2.9654	1.9418	3.7243	2.0413	1.5496	0.9439	1.8558	1.8553	0	OK
1.8458	0.9625	3.7049	3.1871	1.8627	3.4607	2.0492	0.8702	0.7409	1.7977	1.8537	0	OK
1.9445	0.9657	3.8604	2.9513	1.9208	3.6604	2.0334	0.9289	0.9652	1.859	1.8906	0	OK
1.9233	0.9903	3.9433	2.9094	1.9516	3.8031	1.8768	0.9593	0.9302	1.9534	1.8882	0	OK
1.8794	1.0079	4.0474	3.59	2.0161	3.8215	2.3919	0.9619	0.888	2.3208	1.9948	0	OK
1.8019	0.9934	3.7512	3.1445	1.8512	3.5255	2.046	0.9148	0.8733	1.8626	1.9146	0	OK
2.0088	0.9657	4.0187	2.9865	2.0096	3.8097	1.8888	1.0108	0.9701	1.9956	1.9074	0	OK
1.9541	1.0933	4.0557	3.396	2.0221	3.8741	2.2645	0.9843	0.9839	2.0144	1.9701	0	OK
1.9458	0.9622	3.8677	2.9071	1.8987	3.7014	1.8951	0.9696	0.9372	1.9294	1.8742	0	OK
1.9846	0.9463	3.8582	2.9009	1.9203	3.706	1.9562	1.002	0.9643	1.9246	1.9167	0	OK
2.0631	0.9966	3.9996	3.0423	2.0349	3.986	2.0798	0.9576	0.904	2.0044	1.9771	0	OK
1.9562	0.9656	3.8559	2.9249	1.9159	3.7256	1.9751	0.9792	0.9538	1.9418	1.9086	0	OK
2.0015	0.9898	3.9456	2.9746	1.992	3.7659	2.1031	0.9621	0.9113	1.9537	1.9096	0	OK
1.9778	0.9748	3.9367	2.9578	1.9082	3.7537	1.9364	0.9699	0.9783	1.9392	1.9138	0	OK
2.0085	1.0396	4.0936	3.1125	2.0409	3.725	2.0836	0.9982	0.9539	2.0262	2.0256	0	OK
2.0018	1.0205	4.1012	3.083	2.046	3.9429	2.0788	0.992	0.96	2.0492	2.0288	0	OK
1.9971	0.9998	4.1029	3.2173	2.0276	3.8822	2.0454	1.0026	1.0198	2.0671	1.9827	0	OK
1.9368	0.9975	3.9497	2.9533	1.956	3.7798	1.9794	1.501	0.9048	1.9682	1.907	0	OK
1.9615	0.9784	3.926	2.9801	1.9713	3.7165	1.971	0.9748	0.9317	1.9692	1.9041	0	OK
2.0318	1.0207	4.091	3.0926	2.0287	4.0028	2.0542	0.9894	1.0181	2.0565	2.002	0	OK
1.9328	0.9823	3.9438	3.0905	1.9095	3.7876	2.0919	0.9679	1.0124	1.9178	1.8953	0	OK
1.9852	1.0084	3.9261	2.8972	1.9267	3.7197	1.9654	1.4837	0.9035	1.9287	1.8502	0	OK
1.9296	0.9828	3.9628	3.2415	1.9803	3.7643	2.1445	0.9611	0.9136	1.9815	1.9469	0	OK
1.9253	0.9721	3.9764	3.3467	1.9968	3.758	2.1534	0.9854	0.9126	2.0224	1.9917	0	OK
1.971	0.9954	4.1177	3.1316	2.0867	3.8176	2.1861	1.0016	1.0366	2.0362	2.0061	0	OK
2.0307	0.8948	4.0184	3.0995	2.0306	3.8186	1.9581	1.0175	0.9745	2.0339	1.9745	0	OK
1.956	0.9581	3.8874	2.862	1.9444	3.6159	1.9306	0.9628	0.9662	1.9223	1.8757	0	OK
1.843	0.9727	3.6871	3.3869	1.8173	3.4108	2.2406	0.9147	0.9208	1.8256	1.8618	0	OK
1.9026	0.986	3.827	2.8577	1.9312	3.6735	1.9878	1.4964	0.9329	1.9202	1.9076	0	OK
1.9146	0.9634	3.812	2.7978	1.8692	3.6216	1.9065	1.4801	0.9399	1.9252	1.8264	0	OK
1.8859	0.9777	3.8851	3.057	1.9515	3.7911	2.0455	0.9343	0.9903	2.009	2.0365	0	OK
1.8939	0.9843	3.974	3.4572	1.973	3.7772	2.0804	0.9437	0.8562	1.9975	1.9469	0	OK
1.9159	0.9708	3.974	3.0535	1.9652	3.8301	2.1054	0.9431	0.9677	1.9948	1.9731	0	OK
1.906	0.9753	3.7427	3.2064	1.9022	3.6077	2.2003	0.9373	0.8754	1.8373	1.998	0	OK
1.8872	0.987	3.874	3.2042	1.9035	3.8223	2.0863	0.9437	0.9372	1.8726	1.9097	0	OK
1.8499	1.006	3.8814	3.3065	1.9168	3.7491	2.2324	0.9422	0.9335	1.9088	1.9571	0	OK
1.876	1.0041	3.8254	3.2214	1.8596	3.7328	2.1976	0.9413	1.0127	1.8494	1.8592	0	OK
1.8044	0.9783	3.6805	3.2826	1.8355	3.6788	2.1782	0.9408	0.8338	1.799	1.8935	0	OK
