HG00310	1.9328	0.9773	3.8809	3.0573	1.9196	3.6845	2.0022	0.9339	0.8662	2.0085	1.8660
HG02780	2.0233	1.0178	5.0367	4.2280	2.9262	6.0303	2.2078	0.9984	1.0468	3.0052	2.0250
HG01705	1.8862	1.0665	3.8219	3.2623	1.9401	3.8599	2.2652	0.9385	0.8372	1.8617	2.0150
NA12003	1.8291	1.0020	3.4675	2.0775	1.1220	1.8912	2.0330	0.9248	0.9022	1.0667	1.9049
HG02696	2.0314	1.0113	4.0608	4.0726	1.3303	3.7965	1.9693	1.0127	1.8408	2.0453	1.9714
HG03738	1.9599	1.0101	4.0543	3.2262	2.0022	3.9190	2.0254	0.9521	0.9870	2.0050	1.9671
HG03078	1.9958	0.9571	3.8784	2.8947	1.9269	3.6760	1.8786	0.9741	0.9852	1.9257	1.8562
HG03871	1.9937	1.0095	4.1246	3.0047	1.9758	3.9413	1.9774	1.0161	1.0168	2.0409	1.9679
NA20904	1.8846	1.0533	3.8451	3.2285	1.9774	3.7569	2.2766	0.9280	0.9412	1.8634	1.9968
HG01586	1.9803	1.0065	4.0637	3.0767	2.0595	3.8782	2.0564	0.9756	0.9814	2.0575	1.9756
HG02283	1.8340	0.9820	3.8656	3.3115	1.9430	3.7484	2.2579	0.9126	0.8266	1.9101	2.0155
HG02610	1.9615	0.9784	3.9260	2.9801	1.9713	3.7165	1.9710	0.9748	0.9317	1.9692	1.9041
HG04229	1.9323	1.0548	3.0267	2.2574	1.1649	1.9781	2.0941	0.9942	0.9821	1.0597	1.9805
HG02521	1.8452	1.0183	2.8777	2.1824	1.1344	1.8888	2.2565	0.8958	0.7544	0.9687	2.0267
HG04107	1.9426	0.9103	4.0458	3.0258	1.9940	3.9323	1.9628	1.0598	1.0159	2.0509	1.9758
HG04093	1.9285	1.0119	3.9071	3.2723	1.9960	3.7754	2.0942	1.0007	0.8214	1.9807	1.9476
HG01530	2.5188	0.9925	3.8374	2.8416	1.9325	3.7336	1.8930	0.9935	0.8612	1.9484	1.8201
HG02681	1.9910	1.0432	5.0771	4.3783	2.8475	5.9753	2.1164	1.0524	0.9949	3.0732	2.0032
HG01675	1.9036	1.0479	3.9126	3.2021	1.8784	3.8154	2.0551	0.9481	0.9617	1.9499	1.8240
HG00409	2.0021	1.0108	3.9482	2.9825	1.9720	3.8919	1.9846	0.9714	0.9673	1.9228	1.9047
HG01365	1.8690	1.0588	3.8593	3.1066	1.9568	3.8262	1.9991	0.9311	0.8587	1.9215	1.8353
NA18633	1.8328	1.0402	3.6838	3.0681	1.8573	3.5431	2.0560	0.9198	0.9089	1.8613	1.9257
HG02675	2.0015	0.9898	3.9456	2.9746	1.9920	3.7659	2.1031	0.9621	0.9113	1.9537	1.9096
HG02284	1.8009	0.9076	3.5906	2.8382	1.8015	3.3434	1.8567	0.8883	0.9045	1.7845	1.7798
NA21123	1.8149	0.9879	3.5774	3.3162	1.7727	3.4454	2.1958	0.8651	0.8594	1.8076	1.8632
HG00625	2.0060	1.0315	3.9027	2.8806	1.9585	4.1909	1.7344	0.9581	1.0762	2.0151	1.8082
HG03224	1.8986	0.9823	3.7729	3.1620	1.9403	3.5526	2.0803	0.9015	0.8492	1.8881	1.9006
HG02860	1.7958	0.9680	3.7817	3.3282	1.7986	3.4361	2.1010	0.8988	0.8731	1.8260	1.8069
HG04239	1.9361	0.9904	4.0097	3.3562	1.9783	3.8427	2.1503	0.9873	1.0277	2.0098	1.9489
NA18944	1.7650	1.0341	2.7229	2.1433	1.1298	1.8485	2.0143	0.9354	0.9385	1.2439	1.9053
NA19076	1.8269	1.0726	3.7250	3.3678	1.8593	3.6355	2.1128	0.9346	0.9006	1.8673	1.8307
HG02029	1.8434	1.0002	3.7624	3.2060	1.8849	3.8989	2.2061	0.9096	0.8908	1.8476	2.0296
HG03472	1.9215	0.9556	3.7853	2.8582	1.8663	3.6781	1.9478	0.9515	0.9594	1.8844	1.8828
NA21105	1.7409	1.0299	3.6719	3.5602	1.8264	3.2955	2.3588	0.8628	0.8720	1.8206	1.8101
NA20516	1.7287	1.0174	3.6051	3.0336	1.7936	3.4102	2.0781	0.8901	0.8930	1.7590	1.8458
HG01771	1.9720	1.0131	3.8885	2.8922	1.9623	3.9298	1.9955	0.9893	0.9270	1.9598	1.9306
HG03917	1.8710	1.0080	3.8865	3.4024	1.9247	3.8344	2.1197	0.9261	0.9303	1.9461	1.9459
NA18530	1.7834	1.0873	3.6073	3.1868	1.8005	3.4504	2.4450	0.8760	0.8665	1.7464	1.9527
HG04222	1.9622	1.0352	4.1301	3.4066	2.0173	3.8751	2.1522	0.9872	0.9965	2.0368	1.9827
NA19107	1.7026	0.9891	3.4663	3.2296	1.8226	3.2664	2.1930	0.8829	0.8066	1.7679	1.9308
HG01176	2.0040	1.0234	4.2724	3.0058	2.1717	4.3105	1.9140	0.9929	0.9651	2.1435	2.0209
HG03585	1.9436	1.0151	3.7657	2.7877	1.8467	3.7152	1.9935	0.9352	0.9510	1.8957	1.8575
HG04211	1.9405	1.0501	4.0822	3.5133	2.0582	3.8702	2.1814	0.9794	0.9230	2.0298	1.9630
HG04098	1.9906	1.0568	4.0387	3.2796	2.0290	3.9007	2.1259	0.9926	0.9488	2.0388	1.9537
NA18908	1.7368	0.9930	4.3205	4.0900	2.4346	4.6455	2.2307	0.8866	0.8676	2.4933	1.8979
NA21117	1.8130	0.9866	3.6109	3.5246	1.8821	3.3941	2.3469	0.8594	0.8596	1.8097	1.8446
NA19005	1.8387	1.0104	3.6605	3.0209	1.8868	3.6020	1.9971	0.9313	0.9167	1.8220	1.8676
NA18522	1.8802	0.9763	3.6767	2.8039	1.8651	3.5759	1.7831	0.9549	0.8574	1.9158	1.8330
NA21090	1.9869	0.9125	3.7787	2.7808	1.8469	3.5980	1.9089	0.9404	0.9232	1.9065	1.8260
HG03746	2.0165	1.0055	3.0402	2.0662	1.1931	1.9904	2.0215	1.0263	1.0004	1.0596	1.9745
HG04061	1.9740	0.9827	3.9466	3.1525	2.0657	3.8065	2.0566	1.0147	1.0705	1.9910	1.9865
HG01136	1.8895	1.0657	3.8141	3.1510	1.8765	3.7620	1.9949	0.9184	0.9091	1.8624	1.7935
HG01247	1.9419	1.0300	3.8563	3.1088	1.9499	3.9269	2.1065	0.9357	0.9149	1.9183	1.8987
HG01947	1.8175	1.0581	2.8652	2.2997	1.1113	1.8877	2.3563	0.8998	0.8152	0.9821	2.0382
NA19207	1.7365	0.9643	4.2760	3.6939	2.4806	4.8422	1.9008	0.8805	0.8610	2.4433	1.8881
NA18943	1.7830	1.0179	3.5552	2.9108	1.7907	3.5188	1.9198	0.9305	0.8467	1.8048	1.8362
HG02307	1.8726	0.9883	3.7313	3.2936	1.8731	3.5408	2.3034	0.8916	0.7366	1.8306	2.0069
HG01867	1.8705	1.0051	6.7112	9.6108	2.5652	9.1041	2.4064	0.9512	3.1595	4.5969	2.0292
HG02085	1.8685	0.9873	3.8077	3.3622	1.8911	3.7195	2.2075	0.9023	0.9217	1.8884	1.8156
HG00421	1.8146	1.0265	3.7368	2.9479	1.8425	3.7863	1.9170	0.9734	0.9116	1.8916	1.8300
HG01970	1.9999	0.9752	4.0505	3.0119	2.0272	3.9976	1.9827	1.0083	1.0324	2.0230	1.9960
HG04155	1.8614	0.9980	3.6961	3.0841	1.8485	3.6190	1.9811	0.9050	0.8566	1.8902	1.8777
HG01810	1.8620	1.0278	3.8358	3.0682	1.8939	3.7129	2.0099	0.9455	0.9000	1.8682	1.8552
HG03998	2.0070	0.9774	4.0643	2.8474	1.9827	2.7329	2.0838	1.0033	0.8093	2.0218	1.9983
HG00577	1.9699	1.0305	3.9640	2.8494	1.9794	3.7826	1.8839	1.0188	0.9403	1.9633	1.8698
HG03790	1.9387	1.0042	3.0269	3.2752	2.0016	3.9061	1.4091	0.9999	0.9274	1.9771	2.0089
HG01362	1.9302	0.9708	3.8142	3.1030	1.8697	3.6600	2.0458	0.9274	0.8153	1.9123	1.9084
HG03433	1.8717	0.9729	3.8987	3.2368	1.9282	3.6085	2.0449	0.9497	0.8512	1.8824	1.9025
NA21115	1.6755	1.1217	3.5784	3.8893	1.7580	3.2390	2.6141	0.8840	0.8027	1.6918	1.9244
HG03169	1.8201	0.9706	3.8010	3.3308	1.8682	3.5545	2.0859	0.9019	0.8102	1.8647	1.8712
NA21107	1.7805	1.0561	3.6998	3.6525	1.8334	3.4888	2.4133	0.8790	0.8876	1.7901	1.9414
HG01849	1.9551	0.9990	4.0226	3.3656	1.9793	3.8579	2.1353	0.9807	0.9875	2.0339	1.9024
NA21093	3.4767	1.0602	3.8125	3.2016	1.9006	3.6767	2.1911	0.9351	0.8759	1.8341	1.9773
NA20356	1.9416	1.0487	3.9072	2.9241	1.9492	3.9896	2.0371	0.9873	0.9372	1.9424	1.9323
NA20866	1.8795	0.9967	3.8403	2.9310	1.9210	3.8148	2.0646	0.9155	0.9351	1.8903	1.9866
NA19058	1.7920	1.0111	2.7944	2.0101	1.1004	1.8273	1.8861	0.9100	0.9096	0.9897	1.8643
HG03697	1.9476	1.0299	4.0315	3.2499	2.0110	3.9469	2.1147	0.9553	0.9320	2.0057	1.9443
HG00260	1.3660	1.0100	2.9149	2.1161	1.4284	2.8793	1.3595	0.9693	0.8112	1.5000	1.3878
HG02461	1.9026	0.9860	3.8270	2.8577	1.9312	3.6735	1.9878	1.4964	0.9329	1.9202	1.9076
HG03914	1.8295	1.0027	3.7272	3.1180	1.8676	3.6050	1.9141	0.9220	0.8611	1.8144	1.8699
