35	0.00101192400318458
40	0.00121778109206772
45	0.00146621504873191
50	0.00165595079932902
55	0.00204658322702895
60	0.00232849996321028
65	0.00270962493499794
70	0.00324121573078853
75	0.00400511914495729
80	0.00482400045635788
85	0.00537625963456646
90	0.00736497139082506
95	0.00742780327337573
100	0.00965337469214444
105	0.0101155197230106
110	0.0132190840268954
115	0.0134034459980638
120	0.0203124728727481
125	0.0167170010673153
130	0.0279056232054677
135	0.0307049489201597
140	0.0465224619846442
145	0.0492808643021486
150	0.0579768795206919
155	0.0659602489134631
160	0.0891782829865317
165	0.110846188378251
170	0.0968131834517356
175	0.0822142782146155
180	0.0568831087231321
185	0.0417782414844198
190	0.029002287576566
195	0.0199937664158627
200	0.0145906378841529
205	0.010084930517032
210	0.00707230709578638
215	0.0048946863242274
220	0.00346898130503474
225	0.00252815653736802
230	0.00193332049137839
235	0.00156087624020629
240	0.001331870563015
245	0.00118099137136371
250	0.00114585512125313
255	0.00121116720969397
260	0.00129673431290443
265	0.00150507160767773
270	0.00166835182877981
275	0.00190314465304813
280	0.00197589735915944
285	0.00195605571203818
290	0.00165553743168066
295	0.00141661093092875
300	0.00103755279738289
305	0.000648573840276394
310	0.000404686927744162
315	0.000201723412399541
320	0.000100861706199771
325	4.38169707261299e-05
330	1.86015441761872e-05
335	3.72030883523744e-06
340	1.65347059343886e-06
345	4.13367648359716e-07
[125-140]	0.0753275731929427
[135-150]	0.126508275206953
[130-140]	0.0586105721256274
PFetal	0.133962398425235
